file,output,status,chunksize,chunk_count,total_raw_rows,total_after_clean,total_removed_bad_coord,total_matched_nta,total_unmatched_nta,match_rate_after_clean,elapsed_seconds
data\raw\nyc_311\nyc_311_2025_07_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_07_part006_with_nta.csv.gz,done,100000,1,10690,10690,0,10689,1,0.9999064546304958,0.20702409744262695
data\raw\nyc_311\nyc_311_2025_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.7392475605010986
data\raw\nyc_311\nyc_311_2025_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.9092977046966553
data\raw\nyc_311\nyc_311_2025_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.9371485710144043
data\raw\nyc_311\nyc_311_2025_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,1.0075466632843018
data\raw\nyc_311\nyc_311_2025_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.681340217590332
data\raw\nyc_311\nyc_311_2025_08_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_08_part005_with_nta.csv.gz,done,100000,1,49682,49682,0,49666,16,0.999677951773278,0.8041636943817139
data\raw\nyc_311\nyc_311_2025_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6897213459014893
data\raw\nyc_311\nyc_311_2025_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.7415204048156738
data\raw\nyc_311\nyc_311_2025_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,1.0437657833099365
data\raw\nyc_311\nyc_311_2025_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.75567626953125
data\raw\nyc_311\nyc_311_2025_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.708798885345459
data\raw\nyc_311\nyc_311_2025_09_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_09_part005_with_nta.csv.gz,done,100000,1,48514,48514,0,48503,11,0.9997732613266274,0.7551467418670654
data\raw\nyc_311\nyc_311_2025_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6628541946411133
data\raw\nyc_311\nyc_311_2025_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.8204987049102783
data\raw\nyc_311\nyc_311_2025_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,1.1221537590026855
data\raw\nyc_311\nyc_311_2025_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.672964334487915
data\raw\nyc_311\nyc_311_2025_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.8043394088745117
data\raw\nyc_311\nyc_311_2025_10_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.6974446773529053
data\raw\nyc_311\nyc_311_2025_10_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_10_part006_with_nta.csv.gz,done,100000,1,32787,32787,0,32782,5,0.9998475005337482,0.7506396770477295
data\raw\nyc_311\nyc_311_2025_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.9824767112731934
data\raw\nyc_311\nyc_311_2025_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7550051212310791
data\raw\nyc_311\nyc_311_2025_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.6818792819976807
data\raw\nyc_311\nyc_311_2025_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7024457454681396
data\raw\nyc_311\nyc_311_2025_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,1.1046788692474365
data\raw\nyc_311\nyc_311_2025_11_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.7919998168945312
data\raw\nyc_311\nyc_311_2025_11_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_11_part006_with_nta.csv.gz,done,100000,1,2045,2045,0,2045,0,1.0,0.06308913230895996
data\raw\nyc_311\nyc_311_2025_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,1.0855629444122314
data\raw\nyc_311\nyc_311_2025_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.8272619247436523
data\raw\nyc_311\nyc_311_2025_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,1.2763988971710205
data\raw\nyc_311\nyc_311_2025_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,1.1283111572265625
data\raw\nyc_311\nyc_311_2025_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,1.1349005699157715
data\raw\nyc_311\nyc_311_2025_12_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,1.135199785232544
data\raw\nyc_311\nyc_311_2025_12_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2025_12_part006_with_nta.csv.gz,done,100000,1,28885,28885,0,28883,2,0.9999307599099879,0.6832547187805176
