candidate_id,experiment_id,model_name,param_id,feature_set,pos_weight_mode,pos_weight,split,threshold_strategy,threshold,tn,fp,fn,tp
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,default_0_5,0.5,195571,20449,20245,11325
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,validation,best_f1,0.408543,86394,20648,7218,8356
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,best_f1,0.408543,177143,38877,14994,16576
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,validation,best_f2,0.275328,63664,43378,3381,12193
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,best_f2,0.275328,133192,82828,7114,24456
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,validation,best_balanced_accuracy,0.309725,70614,36428,4280,11294
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,best_balanced_accuracy,0.309725,146789,69231,9059,22511
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,validation,best_precision_at_min_recall,0.320744,72692,34350,4618,10956
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,best_precision_at_min_recall,0.320744,150804,65216,9671,21899
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,validation,best_recall_at_min_precision,0.33828,75798,31244,5134,10440
007_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_half,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,half,3.4362846721074867,test,best_recall_at_min_precision,0.33828,156821,59199,10713,20857
008_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_balanced,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,balanced,6.872569344214973,validation,default_0_5,0.5,75768,31274,5142,10432
008_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_balanced,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,balanced,6.872569344214973,test,default_0_5,0.5,156912,59108,10770,20800
008_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_balanced,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,balanced,6.872569344214973,validation,best_f1,0.586788,87865,19177,7560,8014
008_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_balanced,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,balanced,6.872569344214973,test,best_f1,0.586788,180047,35973,15656,15914
008_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_balanced,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,balanced,6.872569344214973,validation,best_f2,0.429614,64209,42833,3441,12133
